task_id,domain,task_class,runtime_commit,verified_dataset_commit,gold_pass,noop_pass,omission_detected,alternative_valid_pass,policy_consistent,official_gold_reward,strict_gold_reward,success_official,success_strict,task_initial_state_hash,environment_initial_state_hash,reward_basis,admitted,failure_reason,exclusion_reason,manual_review_required,flags
[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,9208c42cd79c282042956d03e2fd1ddc10136d37ca68ec753b05ecca50786270,3d3ef42b104fb82457cb099f48522c012c33c66e061a9185e5dfecd868db9927,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,133069b414ff7d9c66ec3e32f9e2fdd1be90217603d41bd293aaddf7d4819904,6c1115eb43bb217c732ec18bc3df12804079bbb068538f51fd6ee983792c55d4,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,f5810faa6bfa7a1b4fe5a75fb3cd4ce943e6d79315d62623d787522398e849cf,a737e72bd90774fe8a9bef2997a524d5b4278e39066f0a7a2f84f396157ca69f,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_network_preference|data_saver_mode_on|data_usage_exceeded[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,fd233018bbc804dfccdf464d716ee539f9934b1d1e602bef40523b8a5aebd875,aa4137833c75995cdd4417dcf5bbebd7540cb1ee83584206e2e2f429695a80d1,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,c96b9346715519091c5667c4cec39ee037977029c4ccf93b984577777c4ffa45,8877720cebd556668975bbdf6a76437e268ceb9cf853e3cc3b6a69b2954db790,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,2da5e49ab6a97bbce5cb64f355ba8d00a355f4f5da29afa1909f369608de17c9,cecda5c3527aaba22dc0942af5a79c605a4d0f9e03ec5dc862f675a528190641,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,7067b3501cb13ce109e3a0eeaf98ddf7c4f729f29bf350fb9bb6501f7231bebc,f476da56fa00ed4276e2a0080b1f66e8770d38c4e8e98ad21f12a2fd40a04cd9,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,9ae7377d98ed528aec9f560d20ef05349b620ec369cdce460dbaf53f271c659b,b55b62c33e63d96bf4cf7fa5d8b18aa704d9b537598798ad95ae5d48963fc236,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,b626e34b988753919fbe7d12f8a2ee48363baed6687731d50f35b951e1d53c6a,0947f4ffa19d87228eaded4ba2dc2f435584e7c1b6b84f511f832b48931fae68,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,b4b4250a451d4b69468f894ef2de7bdc474519575c96b8c02ffe19b122495cae,4de9892f4d375336abf3cdab2a1f620c3e8e8d0b370cc82555812d21cd2912fd,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,8df3d5b772efb0465c1f90ed7f5d856e58c761b72678eadc744358573a8ee8b0,987dcbf265a177a6f7332166ab7e539e88f1345f27e45ed488d3c1fc06398d2b,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,ba7f25df0ce904feb9b78de2b6eca659dcf92c0c7e213f0ad9a0e7b31ea95c0a,796905a6f8b79b8e19c10210c3181fa172611f4bf0a366984605f3f681be145d,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,4ec3e1b90f637b4081339b98d737c6656e7ae8dae3e84bf9edb8d24b8ac94e8f,6317f464f7622aaa0582a227e126fdedf6be75ad4f0443a5063cd3c0d13761ef,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,7be97831b68b51b6226d51e3ca0f70e20510d835b528c52ead666ccb50e06cd6,15c3e2b14a4c06ccc2d149257d61ea9be89dfb5ee3cf1325c115eb9cc5272280,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,c1f1819791d2ee1db5e2226c78e1acd5531c93ddfcb92422a2097e86ed944169,27a88d89efb4576a333b1c1d91bd677bf5b06ea07fdc5d7521f9e1e8d290dc46,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,f24ef3c20d670457bf3cf1644dc3a1c9f11ff54caedceffcc01d00b02ebc8ad1,103cfc16433994a881745ee5bc294d931d6c96129189b3561a0ee661b5f307b9,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,15afaf75228eadc9f1c24dc49f9a2379046c1e8cd771ca498244226127f15440,389914b44ab32e6ebc7b1055cb6762486337071f03b0901adf44329700824edf,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,e49e75b2d04fc8457215add2571d31dcce4898618c4e3f66e67ad744eb3af7f9,0b6b5f8074b9b6994041d7ab1a52cc226b026b3412a190698fa07c1934b7a46d,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,4587e677cbf8d36186105960feee29987c25ea1f744676adf51fb7708b191110,97e17160cd00fa57c91d130a00f46abb5b9361c28fd82723534f492c80984e2c,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,689721930de35dc6aa6e0f2377a4ac86a5fc858c8adaad5c5ba8453187aa762e,7299d211107cede0a072e8e02767841551d39dcfa730e3f12e7491fb077a8513,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,3b208562e904c4a9c139e4dffb029eeb294b67259dfb33f2655c74807bdc390b,8c598307c08f3411767e0c42dcb4362a74ca9008f9ab35b31315592b860f2ea0,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,NOT_CONSTRUCTIBLE,True,1.0,1.0,True,True,6282f334ec2503ce2ce0396308262aeef1df6ad5c56cf82f326a3b8462003741,c0dcdb0823b9e418bb30085f8cc5eef71a3e3bb1f836478d09ec7637cf9fe5cd,"[""RewardType.ENV_ASSERTION""]",True,,,True,"[""alternative_not_constructible""]"
[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,3a5ad09610b5b429e8e6d7e01b696c33a69ac10d2f7f7e528fcca8ef484f664a,98fe8b253011d4c01c6e126212069cb190ccf92e9c96f4772fdd4daa30f2d260,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,44842b78ff12278860775726d785aeafa1e519a313eea871404ad20582a4a813,523545a1842ee57b18b818cd0c625a66bd7b96647e0baf75de106dec2de75055,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,9c11dc3dce17158dcc3c33634602f74a82da9d5d187944c690b309fb822db5a9,9c3561a47b97779bc97aa03ff3abd42e487dec1400ae8ef283800243e0b443af,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,c32f6827ddc79b97a00afbfba1533b039854fb2857e7f8cd4a2b17f26f9b3d86,d0e5ddc89113a3f94ce8304b38cea9119c0ff6b46983e73d3ff2410e78708582,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,4debd69d104201ddf012770c3a51744adc3fae7220066d9c247a6821b7dd7824,cb2df9ffdd72091286276691e2c9910f45db31179f5e90f39eee7d49ea1cfbc7,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,748b169d27e394162d8f4c9124c8d7c8ccd1fa309ed550f3e3926d43cd5b7b54,ce7d3ea7db6fefd77ca697ddc25e4e5063e00dec3cb977784ac899ecc7c563c3,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,22da841256f633b62f65a68a79e2d77569676ba6160d41ceb1ccbd5a383003c2,10ef35f250d90726e15cbc83579217610f5d7640a8f90579888b738181e90b63,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,57d72a56a004f09a6f38ca056a9b23efe95377836856b63159bb0ff27a5adb16,dfb753b38659df810c0103ae0316c68c727c8df0320010c008765a49ac92e545,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,bd177311b7666476bf03b462fa5caab8928a2c2e22dab5680740b0b1500f1c80,c03b9c5e1d3214067fb832ab9533086781fb2334f18d0706a5b4d70c3d235f81,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|break_app_both_permissions[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,29dcb2843206f1d319cb12517fae196ea9117325ac8b78d6875d9f44103fc841,14006c416d6702ef9018a95f3a0bd7d0457b12973091d7a9c8eeb7889d61cdcb,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,f8d40f42057c795f35f803ef9b7271f2420ea59b79543fe00ae272d86a77de6a,0014289a1773b69b2a957f6a809522a508d232d57b05d51fd0ed110093951e27,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,f7e10f203987fe6f330cf3ff19ef6ce041ab84fc5cee8fde21dba683cb346d85,ff0bc151dd3f2608e634a1ce3131ea32a2b0f53427ee20df61a9b9925dab4006,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]bad_network_preference|break_app_both_permissions[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,d8a7846ae2bf48b27f352b077b734a90d75685d0d6088997d996b1943c5d67c4,27d7c99a7fec7da3e1be9f85a2b912154aaaffae32029e571837eaa42241ce67,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,bc523d2a47219572f425f70cfc62311e09a6669f4d6fc7365fae814df9d8296a,1aa806b4e4dcdc18b213875e1b5b1fefc630231a7fc62bd483f5d526bfcad4f8,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,0d9e3505858046c958c6149e3d945886ead2526d5058d81c3a6a85854f2ea57a,a23bbdd7b50b21e838b2995b539741669bf97554f9e124726b1a7c1e07c7c23e,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,452ad05cb5826d08807c46c1a20659830cc246216891ac9553832365b3508a20,4bb450062ee955dabb0631bc98140bc258c3899617dbf4e37a32a393d5893dea,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mms_issue]break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,NOT_CONSTRUCTIBLE,True,1.0,1.0,True,True,d0a142abb3ad963d3223813024e5c44bd6f2ecc1c7ad76ee4c5c96833b418d40,e171b4ddd68c4362113accee3241dd33aa9b4548f114221bbe3191f2fe8b00a8,"[""RewardType.ENV_ASSERTION""]",True,,,True,"[""alternative_not_constructible""]"
[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,3b90584569c02f55ed8904c68fbf96cb91b0fe8c17ac445703763921b4419a5d,40be7f4902be77a5f09ef8b165707f11261223805745f4733bebd24f5c93c50d,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,dde27caff6937db9351c98d836b393bfca081da494954aadb5b501be6ed78fc9,c8f335baeee7e1a06b7374131d77e12a76f0f622df5232beec296ca807a0dd03,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,41e828a417253b3bdb3d581907350cd2eaff619e50d940a10fcaa8334a18f860,001cbf9b93bb846181f85f0660f8c4efff0759749623ef78019c42784dea34d1,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]airplane_mode_on|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,773f324f09c1e89269ba6ae16c4807c2986a02c9c468e09a424712638c0f3f99,f11708045f15e1b3c419b29b8f31c54e0d83dbe9330f401e8529194c3e5c2638,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]airplane_mode_on|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,eeafa679024cadab24bbbe2b98b730b7a232259f00a65c67f1575e703c004426,2bd83cfa32b485ea8ad34dcf7cbed449243519c9e15bb1597ff4b3ddddff045f,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,7d57abf41f412ff432044be77d8b951970c91493c111a3deee69ba0af937b491,90cd3d94851340e16cc5df5fae1b03340c7dcc7a75b79dbd1c706e4735c1b1b9,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,876f1a86ecbe7352269cc7235728e8929ae615490f3556e235cfb902bf58bd4c,293a58332fbdac4ee7efe6ee25af05f100d56e2757a24d4bf5f940655c541699,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,e0152b81aba937a04a815fe2aeaa6cafc1f09b1a17025bfb361dc8009f0a96bd,fa4500a0ec23701b2a494f561cd8e54b2edbef47314ca07ffdd799bc77c8e31f,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,658b638357eb5c51d6c40ee0c1f1a92fa6a8e5c02704401c6ce09f0d65c55af2,c35711b855d1230326c2b9b1389f98a9ea8ec9d4975148e9c175f43f349d57b3,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,e3874a85e40f90f03bf10e2e85ca21f5ea8515842d2a4b4e8a86d16d52408df3,45b511419c9ce722174f40e42d4395cdce5a8eb0f54a441b30681857e06d30d9,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,2f9cd2ad0abfc8e50baed98bd7f16b1d506989f2eb28963021918e6e8ffc410e,612573089bf1a163d18603f663087376cced35ea2a592460f543ec0c10b11e4a,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,470e1c57f72ff3808f0b4a94b3d370042b8164341846fa31c576237450912b82,c25b95824269b9caf9453d151c2e322088e4640f247915884f92520992e7d0f8,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Hard],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,ad30cb3fca96025669e24e1260dd66ea319e210299ba506cdbae5e88213bf712,8a557e10d710190bf3b6272f6fa5cc24a06f16f64994d8f00a77906b6b8ff349,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
